"","X1","X2"
"1337","ahSFUPojs9X3-1jP-QPb-w","Don't expect Bazaar to be your average steakhouse, where even familiar fare is served in fun and unexpected ways. 

Here's a rundown of what to... A truly shitty experience. I was excited to go to Bazaar Meats. I was excited about the Michelin Star and had looked at the reviews and Yelp photos... This is my 3rd time at Bazaar Meats! And every time has been superb! My father in law asked us to pick some of the best restaurants we have been too since..."
"1338","deL9fV4Jw3XhS0WqGRKgiA","This is a must STOP BY!! Food was great!! My husband and I had the deep dish pizza and it was very good, absolutely loved it. Great and friendly staff just... I want to give more than one star because the food was delicious, however our experience with our server was probably the worst I've ever dealt with at any... OK. We have come here several times. The food has always been outstanding and our service used to be as well. 100%, every Friday, late night,..."
"1339","aS1qJzTGyluRT2tJ09Jbaw","My 2nd time here and always a good time!  Came with a group of about 12 of us and were seated in the back room, I believe a reservation was made in advance... The restaurant seemed understaffed when we first entered. There was no one at the front door to greet us or seat us. We stood around with other guests for a... Yummmm! This Korean BBQ spot was sooooooo good. I'm super glad we ventured off the strip (thank god for Uber). The manager or owner of this place was..."
"1340","YYU_E5ASIuS6HHUu8Kv-Xg","I love this place the food is so tasty. Never a disappointment every time the guy who works here he's probably the owner, but whoever he is he sure was... This my neighborhood go to for Pho 
Great broth, I always order #17, can't go wrong. 
The egg rolls are great, we like to wrap them with lettuce and dip... I decided to have linner at Pho Annie and after do some searching on Yelp, I opted to go to Pho Annie 2 which is closer to my neighborhood.  Winter has set..."
"1341","60uVlCUiLJvq3xNo_3bhQQ","My favorite NY pizza spot in the city along with Joey's up in Anthem and Bambino's further Northwest. Carmines has to be a particular favorite of mine and I... NO. Don't do it. Reconsider. This location is pretty bad. It's got pretty good reviews at the other location and it's super close to my house so I wanted to... Pepperoni Roll- From back east and had a craving for a good roll. They had good reviews so I tried um. What avgs to about $10 a roll they left much to be..."
"1342","BSDKbSLFO3CP-uhfcuUCkA","This was my first time coming here at a friend's suggestion and wow I cannot believe I haven't been here sooner! 

The games were so fun and they had... This the only Dave N Busters in Las Vegas and what a better place to have than in Summerlin!  As you know, Summerlin is a very nice and clean area. The... If I could give this place a negative star I would. I've always came here for happy hour and I was treated so rudely by the manager himself. Our serves was..."
"1343","0S4WFZJZhVeM3aAqKjLz1w","Let me start by saying that this would be a five star rating if not for two issues which should never occur.

Arriving for our dinner a few minutes early,... I think that most reviewer's are getting the view confused with the actual cuisine.Average at best. We grabbed an early table due to the fact that we had... Mr. Cerqueira -

My review is based on the waiter who attended my family a week ago.

We were mistreated.

Rushed.

Discriminated.

No! You do not need to..."
"1344","pFQaji0idkrzv5J-qTQ82Q","The Good:
The fried chicken
Vegetable selections
Desserts

The Bad
Some customers 

The Skinny
For a buffet, it's better than average (on this visit)


I... Just got really friendly service from Savannah (sorry if I spelled that wrong) at the cashier . As my review prior states I consider this a 3-4 family... First time to the Golden Corral. Very friendly and efficient employees is the strong point od my visit.

The food was not the strongest asset of the Golden..."
"1345","Mn6PbumS7GL2v3jPilTaeg","The food is excellent, fun ambiance, perfect location, and friendly service. The buffet had a wide assortment of authentic Indian food that is absolutely... What a wonderful gem.  The food is great and the prices reasonable, tucked on the strip (actually set back 50 yards) from the boulevard.  We stumbled onto... One the worst hotels you can eat at strip. Bogus parking policy, management has no clue what's going on. Evening and Afternoon staff is different so any..."
"1346","R0ukZ5FgY_2Pn96Go5mftA","Hey Johnny Rockets lovers! Or just burger lovers!

Stop by this Johnny rockets and experience an authentic burger. The burger is as good as it gets and... Had the turkey burger patty substitute on the Rocket Burger with a side of fries. I was impressed by the flavor of the patty and how it was still juicy.... Look, I love Johnny Rockets, I love their food, and I've been eating it since I was a child.  The service at this location is horrible! My recent experience..."
"1347","n7V4cD-KqqE3OXk0irJTyA","There's a $2 fee for a new card so hold on to your card when you leave. Not all of the games give tickets but it's mostly the shooting games and the large... I love everything about this place!! 

To start, it's located smack dab in the prime spot of Town Center. So you have absolutely everything at your finger... Had my daughters ""Sweet 16"" birthday party at GameWorks recently. I emailed the sales department and Megan Gardner contacted me back. She is very sweet and..."
"1348","nYzCr8fcJ2ci4aiB1-hB6w","Stopped by this place to grab a birthday cake and wound up having lunch, too.  Turns out its a bakery and a cafe, yay!

Lunch was superb.  Had the special... New ownership prompted a revisit to Rolling in Dough, now marketed as a cafe rather than a bakery! The lunch specials seem to be their forte these days,... Just had lunch and im pretty disappointed with this dinning experience :(

Had to wait long, there were only two other customers dinning at this time...."
"1349","82YGtjc5KKikNiqBZ33qzw","Came here for Japanese tapas since we were in the area! Staffs were super friendly and helpful, we got seated right away! We tried a whole bunch of items... Celebrating a birthday and dinner crossed into late night happy hour at 10 PM...good times...

Kyara Service & Ambiance:  Kyara is traditionally decorated... In the mood for some Japanese food but not craving sushi or ramen? Then you should come try Kyara!! This place has a large amount of Yakitori options and..."
"1350","gJd1jOcl5FdqY020Q19n6Q","Had my 28th bday brunch here after a really successful engagement party.

Ivan once again is the man, server and organizer.

The brunch is delicious, not to... Since I've been living in the Art Districts since the beginning of this month I've decided to eat around my hood. So on this gloomy Sunday I went to Bar +... Fish tacos are pretty good. Food is a little pricey, but you do get a free show of some type. The night I ate there, they  had a poem reader (not my cup of..."
"1351","Gdv3qhsDeQzZ2Ag-Tzq6vA","Excellent NY style Pizza
Thin crust, good sauce and cheese.
Always busy. Special price on Mondays.
Better Pizza than Metro but seating and service not as good. My in-laws and I were putting up Christmas decorations this past weekend when the day got away from us. Suddenly it was about 3pm and we realized we never... This is my first experience @ Rocco's NY Pizzeria and to say I'm disappointed and furious at once. We ordered the Penne ala vodka and the calzone. We do not..."
